patient_insurance_id,patient_id,insurance_provider_id,policy_number,policy_holder_name,relationship_with_holder,policy_start_date,policy_end_date,coverage_amount,remaining_coverage,insurance_status,cashless_eligible,pre_authorization_number,remarks,created_by,updated_by,created_date,updated_date
170,6581,46,POL04863098,Sakshi Khan,Self,2020-01-01,2020-12-31,300000,263255.21,Expired,True,PA100169,Cashless Approved,System,System,2020-01-01,2020-01-01
171,6581,8,POL48307524,Sakshi Khan,Self,2020-12-31,2023-12-31,300000,155518.27,Expired,True,PA100170,Waiting Approval,System,System,2020-12-31,2020-12-31
172,27603,20,POL15165112,Sai Mishra,Self,2020-01-01,2020-12-31,500000,405980.25,Expired,True,PA100171,Waiting Approval,System,System,2020-01-01,2020-01-01
173,19377,33,POL76797664,Sneha Pillai,Self,2020-01-01,2021-12-31,300000,135187.0,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
174,7540,50,POL52707054,Anjali Mishra,Self,2020-01-01,2022-12-31,500000,392168.72,Expired,True,PA100173,Cashless Approved,System,System,2020-01-01,2020-01-01
175,14977,27,POL36574549,Vihaan Nair,Self,2020-01-01,2020-12-31,100000,61335.34,Expired,True,PA100174,Policy Renewed,System,System,2020-01-01,2020-01-01
176,10129,25,POL67704551,Sakshi Shetty,Self,2020-01-01,2020-12-31,200000,113722.68,Expired,True,PA100175,Waiting Approval,System,System,2020-01-01,2020-01-01
177,5706,46,POL25672145,Nikhil Pandey,Self,2020-01-01,2022-12-31,500000,122609.2,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
178,5954,10,POL00502734,Anjali Bose,Self,2020-01-01,2022-12-31,1000000,972337.54,Expired,True,PA100177,Policy Renewed,System,System,2020-01-01,2020-01-01
179,539,43,POL84129573,Siddharth Thomas,Mother,2020-01-01,2020-12-31,300000,260978.15,Expired,True,PA100178,Policy Renewed,System,System,2020-01-01,2020-01-01
180,21664,21,POL98930010,Priya Thomas,Self,2020-01-01,2021-12-31,100000,83471.05,Expired,True,PA100179,Waiting Approval,System,System,2020-01-01,2020-01-01
181,21568,33,POL70626028,Sai Mishra,Self,2020-01-01,2022-12-31,1000000,443932.96,Expired,True,PA100180,Verified,System,System,2020-01-01,2020-01-01
182,28983,48,POL58106009,Kavya Verma,Self,2020-01-01,2020-12-31,500000,215836.07,Expired,True,PA100181,Policy Renewed,System,System,2020-01-01,2020-01-01
183,28983,24,POL55287006,Kavya Verma,Mother,2020-12-31,2021-12-31,300000,197566.34,Expired,True,PA100182,Policy Renewed,System,System,2020-12-31,2020-12-31
184,7428,15,POL74610816,Sai Pillai,Father,2020-01-01,2020-12-31,300000,263093.57,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
185,20726,11,POL80598556,Sakshi Shetty,Self,2020-01-01,2021-12-31,300000,284310.82,Expired,True,PA100184,System Generated,System,System,2020-01-01,2020-01-01
186,4182,12,POL52492998,Komal Bose,Self,2020-01-01,2021-12-31,300000,124542.97,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
187,18702,36,POL40148475,Amit Pandey,Spouse,2020-01-01,2022-12-31,500000,342965.92,Expired,True,PA100186,System Generated,System,System,2020-01-01,2020-01-01
188,15415,46,POL89014472,Anjali Thomas,Self,2020-01-01,2021-12-31,100000,77912.22,Expired,True,PA100187,System Generated,System,System,2020-01-01,2020-01-01
189,12155,37,POL20820722,Abhishek Yadav,Self,2020-01-01,2021-12-31,100000,38111.37,Expired,True,PA100188,Waiting Approval,System,System,2020-01-01,2020-01-01
190,580,10,POL18479225,Siddharth Chavan,Self,2020-01-01,2021-12-31,100000,52597.49,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
191,2169,46,POL87634755,Abhishek Patel,Self,2020-01-01,2021-12-31,200000,69995.88,Expired,True,PA100190,Policy Renewed,System,System,2020-01-01,2020-01-01
192,24420,15,POL62078978,Aditya Bose,Father,2020-01-01,2020-12-31,100000,75912.41,Expired,True,PA100191,Cashless Approved,System,System,2020-01-01,2020-01-01
193,251,27,POL77984787,Sakshi Pandey,Father,2020-01-01,2021-12-31,200000,178205.62,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
194,15693,10,POL70136308,Aarav Iyer,Self,2020-01-01,2021-12-31,100000,90202.75,Expired,True,PA100193,Waiting Approval,System,System,2020-01-01,2020-01-01
195,9972,1,POL83257889,Sneha Kapoor,Self,2020-01-01,2020-12-31,200000,147214.22,Expired,True,PA100194,Verified,System,System,2020-01-01,2020-01-01
196,16181,25,POL27845560,Siddharth Fernandes,Self,2020-01-01,2020-12-31,200000,95544.38,Expired,True,PA100195,Policy Renewed,System,System,2020-01-01,2020-01-01
197,16181,14,POL38751351,Siddharth Fernandes,Self,2020-12-31,2021-12-31,100000,72883.23,Expired,True,PA100196,Policy Renewed,System,System,2020-12-31,2020-12-31
198,11490,14,POL69623900,Aditya Das,Father,2020-01-01,2022-12-31,300000,267424.01,Expired,True,PA100197,Waiting Approval,System,System,2020-01-01,2020-01-01
199,9145,34,POL85511893,Manish Kapoor,Father,2020-01-01,2021-12-31,300000,210205.4,Expired,True,PA100198,Verified,System,System,2020-01-01,2020-01-01
200,29433,35,POL28336360,Rohan Kapoor,Spouse,2020-01-01,2020-12-31,100000,53031.36,Expired,True,PA100199,Verified,System,System,2020-01-01,2020-01-01
201,25791,24,POL68954503,Harsh Pillai,Self,2020-01-01,2020-12-31,300000,280752.66,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
202,5772,11,POL27579194,Riya Fernandes,Self,2020-01-01,2021-12-31,1000000,868173.27,Expired,True,PA100201,System Generated,System,System,2020-01-01,2020-01-01
203,5772,3,POL43345190,Riya Fernandes,Self,2021-12-31,2022-12-31,1000000,905948.19,Expired,True,PA100202,Cashless Approved,System,System,2021-12-31,2021-12-31
204,26747,49,POL40542598,Priya Reddy,Father,2020-01-01,2022-12-31,100000,92255.36,Expired,True,PA100203,Policy Renewed,System,System,2020-01-01,2020-01-01
205,2326,47,POL97117874,Amit Thomas,Self,2020-01-01,2020-12-31,500000,257524.92,Expired,True,PA100204,Policy Renewed,System,System,2020-01-01,2020-01-01
206,2326,19,POL32733047,Amit Thomas,Self,2020-12-31,2022-12-31,200000,177542.24,Expired,True,PA100205,Policy Renewed,System,System,2020-12-31,2020-12-31
207,15431,2,POL49109239,Meera Iyer,Self,2020-01-01,2022-12-31,100000,65627.97,Expired,True,PA100206,Cashless Approved,System,System,2020-01-01,2020-01-01
208,431,47,POL41629667,Rohan Sharma,Self,2020-01-01,2022-12-31,200000,46105.44,Expired,True,PA100207,Verified,System,System,2020-01-01,2020-01-01
209,10769,4,POL48706256,Varun Patel,Self,2020-01-01,2020-12-31,200000,141733.82,Expired,True,PA100208,Verified,System,System,2020-01-01,2020-01-01
210,2533,37,POL98991209,Pooja Pandey,Self,2020-01-01,2020-12-31,300000,172948.54,Expired,True,PA100209,Policy Renewed,System,System,2020-01-01,2020-01-01
211,2458,39,POL28616356,Raj Sharma,Self,2020-01-01,2020-12-31,500000,210061.86,Expired,True,PA100210,Verified,System,System,2020-01-01,2020-01-01
212,2458,30,POL76702621,Raj Sharma,Self,2020-12-31,2021-12-31,500000,488153.26,Expired,False,,Policy Renewed,System,System,2020-12-31,2020-12-31
213,19187,38,POL83730786,Rahul Jain,Self,2020-01-01,2020-12-31,200000,48811.34,Expired,True,PA100212,Verified,System,System,2020-01-01,2020-01-01
214,27236,14,POL31737357,Siddharth Pandey,Self,2020-01-01,2021-12-31,200000,191340.38,Expired,True,PA100213,Waiting Approval,System,System,2020-01-01,2020-01-01
215,22292,31,POL80957828,Aarav Kapoor,Self,2020-01-01,2021-12-31,200000,65482.73,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
216,22292,37,POL29422173,Aarav Kapoor,Self,2021-12-31,2023-12-31,200000,100318.11,Expired,True,PA100215,Waiting Approval,System,System,2021-12-31,2021-12-31
217,11213,34,POL79827995,Jordan Das,Self,2020-01-01,2021-12-31,1000000,533788.14,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
218,506,39,POL29129790,Neha Verma,Self,2020-01-01,2020-12-31,500000,392408.21,Expired,True,PA100217,Verified,System,System,2020-01-01,2020-01-01
219,23113,25,POL52330206,Shubham Verma,Self,2020-01-01,2021-12-31,1000000,372487.37,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
220,18780,42,POL78144293,Shubham Mishra,Spouse,2020-01-01,2021-12-31,500000,494440.74,Expired,True,PA100219,Policy Renewed,System,System,2020-01-01,2020-01-01
221,19083,48,POL30912947,Rahul Reddy,Self,2020-01-01,2021-12-31,300000,239762.84,Expired,True,PA100220,Waiting Approval,System,System,2020-01-01,2020-01-01
222,19083,16,POL42496072,Rahul Reddy,Self,2021-12-31,2022-12-31,200000,166392.42,Expired,True,PA100221,Verified,System,System,2021-12-31,2021-12-31
223,17895,14,POL24638927,Harsh Verma,Self,2020-01-01,2021-12-31,300000,85542.91,Expired,True,PA100222,Verified,System,System,2020-01-01,2020-01-01
224,19007,11,POL93579880,Manish Bose,Self,2020-01-01,2021-12-31,300000,174314.88,Expired,True,PA100223,System Generated,System,System,2020-01-01,2020-01-01
225,19691,27,POL16720609,Sneha Singh,Self,2020-01-01,2022-12-31,500000,478243.74,Expired,True,PA100224,Waiting Approval,System,System,2020-01-01,2020-01-01
226,19691,6,POL67138842,Sneha Singh,Self,2022-12-31,2023-12-31,300000,124815.86,Expired,True,PA100225,Verified,System,System,2022-12-31,2022-12-31
227,27094,15,POL11910013,Aditi Joshi,Guardian,2020-01-01,2020-12-31,200000,63261.38,Expired,True,PA100226,Waiting Approval,System,System,2020-01-01,2020-01-01
228,27094,46,POL78112126,Aditi Joshi,Self,2020-12-31,2022-12-31,500000,294157.78,Expired,True,PA100227,Cashless Approved,System,System,2020-12-31,2020-12-31
229,23180,23,POL62217353,Kavya Thomas,Father,2020-01-01,2021-12-31,500000,472157.23,Expired,True,PA100228,Verified,System,System,2020-01-01,2020-01-01
230,23180,22,POL48399368,Kavya Thomas,Self,2021-12-31,2022-12-31,300000,176829.75,Expired,True,PA100229,System Generated,System,System,2021-12-31,2021-12-31
231,12627,14,POL30661614,Anjali Gupta,Spouse,2020-01-01,2021-12-31,500000,261933.72,Expired,True,PA100230,System Generated,System,System,2020-01-01,2020-01-01
232,3835,23,POL91677255,Komal Iyer,Self,2020-01-01,2020-12-31,100000,72021.79,Expired,True,PA100231,Policy Renewed,System,System,2020-01-01,2020-01-01
233,3835,38,POL22205788,Komal Iyer,Self,2020-12-31,2023-12-31,300000,284852.16,Expired,True,PA100232,Verified,System,System,2020-12-31,2020-12-31
234,1331,1,POL89195658,Arjun Reddy,Self,2020-01-01,2020-12-31,100000,23924.6,Expired,True,PA100233,Policy Renewed,System,System,2020-01-01,2020-01-01
235,21467,33,POL00566727,Ankit Thomas,Self,2020-01-01,2020-12-31,100000,32271.64,Expired,True,PA100234,System Generated,System,System,2020-01-01,2020-01-01
236,23829,1,POL84382976,Alex Das,Self,2020-01-01,2020-12-31,300000,91861.03,Expired,True,PA100235,Verified,System,System,2020-01-01,2020-01-01
237,2542,30,POL50070138,Vihaan Kapoor,Self,2020-01-01,2021-12-31,200000,53653.28,Expired,True,PA100236,Cashless Approved,System,System,2020-01-01,2020-01-01
238,28613,37,POL72020577,Sneha Jain,Self,2020-01-01,2020-12-31,500000,220842.43,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
239,21996,35,POL39709683,Abhishek Menon,Self,2020-01-01,2020-12-31,500000,191723.61,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
240,11900,47,POL69643474,Preeti Joshi,Self,2020-01-01,2020-12-31,100000,63895.3,Expired,True,PA100239,Policy Renewed,System,System,2020-01-01,2020-01-01
241,25873,28,POL55795157,Amit Nair,Mother,2020-01-01,2020-12-31,500000,230915.77,Expired,True,PA100240,Verified,System,System,2020-01-01,2020-01-01
242,26226,10,POL36691832,Arjun Fernandes,Mother,2020-01-01,2020-12-31,300000,157249.89,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
243,15806,41,POL30507426,Sai Chavan,Father,2020-01-01,2020-12-31,100000,95349.18,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
244,9556,38,POL22225366,Ankit Patel,Self,2020-01-01,2021-12-31,500000,162262.26,Expired,True,PA100243,System Generated,System,System,2020-01-01,2020-01-01
245,7568,26,POL10330720,Rahul Reddy,Self,2020-01-01,2020-12-31,300000,153229.76,Expired,True,PA100244,Waiting Approval,System,System,2020-01-01,2020-01-01
246,3508,23,POL51892549,Arjun Kapoor,Mother,2020-01-01,2022-12-31,300000,121699.64,Expired,True,PA100245,Verified,System,System,2020-01-01,2020-01-01
247,8835,46,POL16770808,Shubham Khan,Self,2020-01-01,2021-12-31,1000000,639332.79,Expired,True,PA100246,System Generated,System,System,2020-01-01,2020-01-01
248,18785,30,POL52684063,Krishna Pandey,Mother,2020-01-01,2020-12-31,300000,236720.69,Expired,True,PA100247,System Generated,System,System,2020-01-01,2020-01-01
249,29858,10,POL83421573,Aarav Gupta,Mother,2020-01-01,2022-12-31,1000000,853590.3,Expired,True,PA100248,Cashless Approved,System,System,2020-01-01,2020-01-01
250,23588,42,POL62759477,Preeti Fernandes,Spouse,2020-01-01,2021-12-31,300000,183671.21,Expired,True,PA100249,System Generated,System,System,2020-01-01,2020-01-01
251,23588,47,POL15448032,Preeti Fernandes,Self,2021-12-31,2023-12-31,100000,88393.33,Expired,True,PA100250,Policy Renewed,System,System,2021-12-31,2021-12-31
252,28268,12,POL75685591,Ankit Verma,Self,2020-01-01,2022-12-31,300000,248418.12,Expired,True,PA100251,System Generated,System,System,2020-01-01,2020-01-01
253,5845,29,POL16594849,Shubham Nair,Spouse,2020-01-01,2022-12-31,200000,65120.65,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
254,26477,11,POL96154105,Simran Yadav,Self,2020-01-01,2020-12-31,300000,118902.9,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
255,24199,30,POL93248872,Simran Gupta,Self,2020-01-01,2020-12-31,500000,368688.21,Expired,True,PA100254,Waiting Approval,System,System,2020-01-01,2020-01-01
256,24199,17,POL27252499,Simran Gupta,Self,2020-12-31,2023-12-31,300000,293950.56,Expired,True,PA100255,Verified,System,System,2020-12-31,2020-12-31
257,28882,6,POL49849146,Anjali Joshi,Mother,2020-01-01,2022-12-31,100000,50090.38,Expired,True,PA100256,Cashless Approved,System,System,2020-01-01,2020-01-01
258,28882,17,POL78332990,Anjali Joshi,Self,2022-12-31,2025-12-30,300000,115153.88,Expired,True,PA100257,Verified,System,System,2022-12-31,2022-12-31
259,4846,6,POL90002179,Kavya Das,Self,2020-01-01,2022-12-31,100000,89530.35,Expired,True,PA100258,System Generated,System,System,2020-01-01,2020-01-01
260,4986,31,POL94464843,Diya Kapoor,Self,2020-01-01,2020-12-31,500000,179844.78,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
261,23400,42,POL57457611,Sakshi Bose,Self,2020-01-01,2021-12-31,500000,378963.31,Expired,True,PA100260,Policy Renewed,System,System,2020-01-01,2020-01-01
262,23400,45,POL56674292,Sakshi Bose,Guardian,2021-12-31,2023-12-31,1000000,227399.26,Expired,True,PA100261,Verified,System,System,2021-12-31,2021-12-31
263,25570,23,POL54438679,Khushi Kulkarni,Self,2020-01-01,2020-12-31,100000,21518.44,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
264,20263,40,POL87045570,Ishita Patel,Self,2020-01-01,2022-12-31,300000,168376.01,Expired,True,PA100263,Policy Renewed,System,System,2020-01-01,2020-01-01
265,20857,47,POL31890816,Preeti Bose,Father,2020-01-01,2022-12-31,300000,217569.63,Expired,True,PA100264,Policy Renewed,System,System,2020-01-01,2020-01-01
266,26823,27,POL34761267,Ritvik Joshi,Self,2020-01-01,2022-12-31,1000000,313947.56,Expired,True,PA100265,System Generated,System,System,2020-01-01,2020-01-01
267,9318,40,POL60074015,Amit Pillai,Self,2020-01-01,2021-12-31,500000,405552.98,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
268,25507,23,POL01286000,Alex Khan,Self,2020-01-01,2020-12-31,100000,30298.92,Expired,True,PA100267,Policy Renewed,System,System,2020-01-01,2020-01-01
269,25507,13,POL29264198,Alex Khan,Self,2020-12-31,2021-12-31,300000,188089.87,Expired,False,,Waiting Approval,System,System,2020-12-31,2020-12-31
270,14848,45,POL66932806,Varun Yadav,Self,2020-01-01,2020-12-31,500000,223319.68,Expired,True,PA100269,Verified,System,System,2020-01-01,2020-01-01
271,7843,17,POL67734658,Akash Menon,Spouse,2020-01-01,2020-12-31,500000,400901.31,Expired,True,PA100270,System Generated,System,System,2020-01-01,2020-01-01
272,7843,20,POL85997578,Akash Menon,Spouse,2020-12-31,2021-12-31,500000,421646.7,Expired,False,,System Generated,System,System,2020-12-31,2020-12-31
273,28648,35,POL82143443,Riya Iyer,Father,2020-01-01,2020-12-31,200000,50574.6,Expired,True,PA100272,Waiting Approval,System,System,2020-01-01,2020-01-01
274,28648,10,POL48818586,Riya Iyer,Father,2020-12-31,2022-12-31,1000000,354083.66,Expired,True,PA100273,Policy Renewed,System,System,2020-12-31,2020-12-31
275,29985,40,POL98281872,Ankit Joshi,Self,2020-01-01,2020-12-31,100000,91411.53,Expired,True,PA100274,System Generated,System,System,2020-01-01,2020-01-01
276,13049,8,POL77002446,Sai Thomas,Self,2020-01-01,2021-12-31,1000000,532490.27,Expired,True,PA100275,System Generated,System,System,2020-01-01,2020-01-01
277,25100,28,POL22091018,Shubham Pillai,Spouse,2020-01-01,2021-12-31,500000,290694.35,Expired,True,PA100276,Policy Renewed,System,System,2020-01-01,2020-01-01
278,14857,25,POL25399868,Siddharth Singh,Self,2020-01-01,2020-12-31,500000,167209.54,Expired,True,PA100277,Policy Renewed,System,System,2020-01-01,2020-01-01
279,25014,37,POL53696376,Preeti Verma,Self,2020-01-01,2022-12-31,500000,497957.92,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
280,10740,16,POL64307810,Karan Pandey,Spouse,2020-01-01,2021-12-31,100000,93843.81,Expired,True,PA100279,Cashless Approved,System,System,2020-01-01,2020-01-01
281,16095,31,POL18470685,Rahul Pillai,Father,2020-01-01,2021-12-31,100000,20161.97,Expired,True,PA100280,Cashless Approved,System,System,2020-01-01,2020-01-01
282,16095,9,POL07371657,Rahul Pillai,Self,2021-12-31,2024-12-30,100000,64058.77,Expired,False,,Policy Renewed,System,System,2021-12-31,2021-12-31
283,2209,23,POL83581113,Nikhil Jain,Self,2020-01-01,2021-12-31,100000,89781.39,Expired,True,PA100282,Policy Renewed,System,System,2020-01-01,2020-01-01
284,18841,29,POL04488738,Amit Bose,Self,2020-01-01,2021-12-31,300000,163328.07,Expired,True,PA100283,Waiting Approval,System,System,2020-01-01,2020-01-01
285,28273,28,POL77351378,Anjali Patel,Self,2020-01-01,2021-12-31,200000,109890.28,Expired,True,PA100284,System Generated,System,System,2020-01-01,2020-01-01
286,22373,32,POL80833013,Rohan Pandey,Self,2020-01-01,2022-12-31,500000,251738.86,Expired,True,PA100285,Verified,System,System,2020-01-01,2020-01-01
287,2267,2,POL94478833,Amit Mishra,Self,2020-01-01,2020-12-31,300000,66918.8,Expired,True,PA100286,Cashless Approved,System,System,2020-01-01,2020-01-01
288,2267,20,POL10923900,Amit Mishra,Self,2020-12-31,2023-12-31,500000,416113.33,Expired,False,,Cashless Approved,System,System,2020-12-31,2020-12-31
289,5227,47,POL61532551,Pooja Fernandes,Self,2020-01-01,2020-12-31,500000,282714.08,Expired,True,PA100288,Policy Renewed,System,System,2020-01-01,2020-01-01
290,5227,13,POL18827952,Pooja Fernandes,Self,2020-12-31,2022-12-31,200000,124970.5,Expired,True,PA100289,Policy Renewed,System,System,2020-12-31,2020-12-31
291,28302,46,POL35680511,Arjun Sharma,Self,2020-01-01,2021-12-31,200000,80909.62,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
292,21579,36,POL59419522,Pooja Bose,Self,2020-01-01,2021-12-31,200000,165458.96,Expired,True,PA100291,Verified,System,System,2020-01-01,2020-01-01
293,20123,48,POL50985494,Abhishek Kulkarni,Spouse,2020-01-01,2020-12-31,500000,417499.42,Expired,True,PA100292,Cashless Approved,System,System,2020-01-01,2020-01-01
294,17893,5,POL45174182,Varun Pillai,Self,2020-01-01,2021-12-31,300000,192701.0,Expired,True,PA100293,Verified,System,System,2020-01-01,2020-01-01
